가맹점명,가맹점 주소,가맹점 업종,캐시백 인센티브 가맹점 여부,QR 가맹점 여부,2026년 아동건강체험활동비 사용 여부
하르방밀면공항점,"제주 제주시 공설로 53 ,1층 (오라일동) ",기타,Y,N,N
트리안,제주특별자치도 제주시 다랑곶길 26-1 (노형동) 부자왕돈까스,음식점/식음료업,Y,Y,N
공설통큰김밥,제주 제주시 공설로 35 1호 (오라일동) ,음식점/식음료업,Y,N,N
프렌드음악교습소,제주특별자치도 제주시 진서로1길 11 1층 프렌드음악교습소,예술 교육,Y,Y,Y
주식회사 우생교육,제주 제주시  도남로 188-1 (아라일동) ,기술/기능 교육,N,N,N
복실어물,"제주 제주시  중앙로11길 13, (이도일동) ",기타,Y,N,N
두가시앤 오가니끄(아라점),제주 제주시 구남동5길 3 (이도이동) ,기타,Y,N,N
공천포쌀슈퍼,"제주 서귀포시 남원읍 일주동로 7897, ",식자재/유통,Y,N,N
누구나홀딱반한닭동홍점,제주특별자치도 서귀포시 동홍남로 55 누구나홀딱반한닭동홍점,음식점/식음료업,Y,Y,N
우리치과의원,제주특별자치도 제주시 월랑로 13 라자아일랜드빌딩 3층,보건/복지,N,Y,N
더벌브,"제주 제주시 남성로 129 ,1층 (삼도일동) ",기타,Y,N,N
모양새,제주 제주시 서광로 238 (삼도일동) ,기타,Y,N,N
함덕하나로의원,"제주 제주시 조천읍 함와로  40, 하나로의원",보건/복지,Y,Y,N
고구려,제주 제주시 연화로 47 (연동) ,기타,Y,N,N
옥이네 빵집,제주특별자치도 서귀포시 남원읍 태위로 662 옥이네 빵집,음식점/식음료업,Y,Y,N
삼조삼계탕삼조닭집,"제주 제주시  서광로13길 12, 1층 (삼도일동) ",음식점/식음료업,Y,N,N
아무튼책방,제주특별자치도 제주시 간월동로 12(아라이동) 아무튼 책방,문화/체육,Y,Y,Y
간드락게스트하우스(민박),제주특별자치도 제주시 간월동로 12 (아라이동) 간드락게스트하우스(민박),여행/숙박,Y,Y,N
미스떼르,"제주 제주시 천수로6길 30 ,1호 (이도이동) ",기타,Y,N,N
도담퍼니처,제주특별자치도 제주시 동광로 89 1층 리바트키즈,가구/인테리어,Y,Y,N
스타일바이제인헤어,"제주 제주시  서광로13길 11,  (삼도일동) ",생활/리빙,Y,N,N
조박사버섯칼국수,"제주 제주시  다랑곶길  10,(노형동) ",음식점/식음료업,Y,N,N
올리비아로렌,제주특별자치도 서귀포시 중정로 89 (서귀동) 올리비아 로렌 서귀포점,의류/잡화,Y,Y,N
2 헨느,제주 제주시 구남동6길 45-2 (이도이동) 1층,의류/잡화,Y,Y,N
트라이던트,"제주 제주시 애월읍 애월로 44, 1층 ",기타,Y,N,N
고운피부,"제주 서귀포시  천제연로  178-1,(중문동) ",기타,Y,N,N
어장관리,제주특별자치도 제주시 귀아랑길 23 (연동) 어장관리,음식점/식음료업,Y,Y,N
고씨네막창,제주 제주시 신성로 88 (도남동) ,기타,Y,N,N
월드아울렛,"제주 제주시 평전1길 6 ,60호 (삼도일동,서사라시장) ",기타,Y,N,N
씨유 제주하귀주공점,"제주 제주시 애월읍 하광로 50, ",식자재/유통,Y,N,N
M&K,"제주 제주시 서광로32길 10 (이도이동,1층) ",기타,Y,N,N
대정농협자재센터농기계센터,제주 서귀포시 대정읍 일주서로 2460 ,건축/철물,N,N,N
홍림,"제주 제주시  평전길 3, (삼도일동) ",기타,Y,N,N
김복남맥주제주아라점,제주특별자치도 제주시 중앙로 581 (아라일동) 에이동 1층,음식점/식음료업,Y,Y,N
우리동네회센터,제주특별자치도 서귀포시 동홍중앙로 8 우리동네회센터,음식점/식음료업,Y,Y,N
경인식당,제주 서귀포시 남원읍 110-1 ,음식점/식음료업,Y,N,N
힐링엔젤스서귀포점,"제주 서귀포시  동홍중앙로 58-21, (동홍동) ",문화/체육,Y,N,N
강경희다이어트댄스앤필라테스,"제주 서귀포시  동홍남로  73,(동홍동) ",문화/체육,Y,N,N
그레잍,"제주특별자치도 제주시 인다2길 45, 1층 (아라일동) 그래잍",음식점/식음료업,Y,Y,N
대정농협주유소,"제주 서귀포시 대정읍 상모대서로 51, ",자동차/주유,N,N,N
신촌주유소,"제주 제주시 조천읍 신북로 74, . ",자동차/주유,N,N,N
제주맛담,"제주특별자치도 제주시 도남로 19 ,1층",음식점/식음료업,Y,Y,N
수산주유소,"제주 서귀포시 성산읍 서성일로 898, ",식자재/유통,N,N,N
천제연약국,제주특별자치도 서귀포시 천제연로 174 (중문동) 천제연약국,보건/복지,Y,Y,N
체이스컬트 제주노형CT,제주특별자치도 제주시 월랑로 48 (노형동) 체이스컬트 제주노형CT,의류/잡화,Y,Y,N
서사라수산,제주특별자치도 제주시 오현길 86 서사라수산 서사라수산,기타,Y,Y,N
미래치과의원,"제주 서귀포시  동문로  62-1,(서귀동) ",보건/복지,Y,N,N
루바토,제주특별자치도 제주시 구남동2길 25-12 루바토,음식점/식음료업,Y,Y,N
극동충전소,"제주 제주시  동광로 141, 1층 (일도이동) ",기타,N,N,N
새오름영농조합법인,제주특별자치도 제주시 한림읍 수동7길 54-3 새오름영농조합법인,음식점/식음료업,Y,Y,N
광양이조,제주특별자치도 제주시 동광로2길 11 광양이조찌개식당 1층 광양이조,음식점/식음료업,Y,Y,N
시골친구,제주특별자치도 서귀포시 표선면 가시로 419 1층,음식점/식음료업,Y,Y,N
위로맨스,"제주특별자치도 제주시 봉개6길 4 ,2층(봉개동)",생활/리빙,Y,Y,N
기융 플랫홈,"제주특별자치도 제주시 관덕로 36 3층(삼도이동, 일해빌딩)",식자재/유통,Y,Y,N
봉이네한림,"제주특별자치도 제주시 한림읍 한림남1길 1, 1층 봉이네한림",음식점/식음료업,Y,Y,N
커피비터스윗,제주특별자치도 제주시 선덕로3길 32 커피비터스윗,음식점/식음료업,Y,Y,N
남국후레쉬푸드,"제주 제주시  대원북길 18, (아라일동) . ",기타,N,N,N
서귀포한의원,"제주특별자치도 서귀포시 검은여로 191 (토평동) 2층 202,203호",보건/복지,Y,Y,N
대신오토바이,제주 서귀포시 동홍동 382-1 ,기타,Y,N,N
조은신발,"제주 서귀포시  천제연로 188, 12 (중문동) ",의류/잡화,Y,N,N
제주용궁수산,제주특별자치도 제주시 동문로 2길 10 제주용궁수산,식자재/유통,Y,Y,N
제주 아우룸,제주특별자치도 서귀포시 보목로64번길 22 (보목동),여행/숙박,Y,Y,N
즙짜는사람들,"제주 제주시  평전1길 18, (삼도일동) ",기타,Y,N,N
만복,"제주특별자치도 제주시 서문로4길 13-2, 140 만복",기타,Y,Y,N
한진주유소,"제주 서귀포시  중산간동로  8028,(서홍동) ",자동차/주유,N,N,N
와이비메드,제주특별자치도 제주시 용문로12길 2(용담이동) 와이비메드,기타,Y,Y,N
오돈가,제주특별자치도 서귀포시 태평로 444 오돈가,음식점/식음료업,Y,Y,N
양반촌,"제주 제주시  서광로5길 29, (용담일동) . ",기타,Y,N,N
공원당구장,"제주 제주시  삼무로3길 46-1, 3층 (연동, 삼광빌딩) 공원당구장",문화/체육,Y,Y,N
신제주치킨하우스,제주 제주시 신대로6길 11 (연동) ,음식점/식음료업,Y,N,N
섬수산,"제주 서귀포시 문필로 54 101동 206호(보목동, 장안그랜드빌리지) ",식자재/유통,Y,N,N
씨유 제주고산점,제주 제주시 한경면 용고로 86 ,식자재/유통,Y,N,N
만년약국,"제주 제주시  서광로  268,(도남동) ",보건/복지,Y,N,N
제이디디자인,제주특별자치도 제주시 아봉로 209 103동101호 아뜨리움 제이디 디자인,가구/인테리어,Y,Y,N
한일온누리약국,"제주 제주시  평전1길 20, 1층1호(삼도일동) ",보건/복지,N,N,N
로트105,제주특별자치도 서귀포시 신중로 66 (서호동) 로트105,음식점/식음료업,Y,Y,N
씨유 제주신창점,"제주 제주시 한경면 두신로 80, ",식자재/유통,Y,N,N
비에이치씨오라점,"제주 제주시 연사길 79 ,1층 (오라이동) ",음식점/식음료업,Y,N,N
행복한족발,제주 제주시 이도이동 1187-12 1층,음식점/식음료업,Y,Y,N
리틀로컬,제주특별자치도 제주시 한림읍 한림남2길 24 1층,음식점/식음료업,Y,Y,N
절세미견,제주특별자치도 서귀포시 성산읍 신양로 82 절세미견,기타,Y,Y,N
제주본가,"제주 제주시 조천읍 비자림로 684 , 1층 ",기타,Y,N,N
유경,"제주 제주시  광양9길 35, (이도이동) 1층 유경",식자재/유통,Y,Y,N
털보산해,"제주 제주시  은남4길  29,102호  (연동,  원신빌라) 털보산해횟집 ",음식점/식음료업,Y,Y,N
토끼네공방,제주특별자치도 제주시 조천읍 중산간동로 804-60 토끼네공방,생활/리빙,Y,Y,N
유니학습센터,"제주특별자치도 제주시 신설로 16, 지하1층 (이도이동)",생활/리빙,Y,Y,N
엠쥬얼,"제주특별자치도 제주시 신성로 91 (도남동, 성환아파트) 50호",의류/잡화,Y,Y,N
모시란,제주특별자치도 제주시 남광로 117-1 모시란,음식점/식음료업,Y,Y,N
연동둘둘김밥,제주특별자치도 제주시 국기로 21 연동둘둘김밥,음식점/식음료업,Y,Y,N
리본에스테틱,제주특별자치도 제주시 연북로 86 진흥빌딩5층,생활/리빙,Y,Y,N
아라동사진관,제주특별자치도 제주시 아란9길 10-1 (아라일동) 2층,생활/리빙,Y,Y,N
팟타이시암,"제주 제주시  용화로 41-2, 1층 (용담이동) ",기타,Y,N,N
한라아동서적,제주특별자치도 제주시 노형3길 6-3 (노형동) 1층  한라아동서적,문화/체육,Y,Y,Y
파리바게뜨 제주화순점,제주특별자치도 서귀포시 안덕면 화순중앙로 29 파리바게뜨 제주화순점,음식점/식음료업,Y,Y,N
한샘키친포도대리점,제주특별자치도 제주시 노형5길 13 1층,가구/인테리어,Y,Y,N
대정농협무릉주유소,"제주 서귀포시 대정읍 서삼중로  66, ",자동차/주유,N,N,N
스톤헤이븐,제주특별자치도 제주시 문송길 16 (연동) 1층,음식점/식음료업,Y,Y,N
아플리에 초이,"제주 서귀포시  법환상로22번길 71, 101호 (법환동) ",기타,Y,N,N
대정농업협동조합무릉지점하나로마트,"제주 서귀포시 대정읍 서삼중로  105, ",식자재/유통,N,N,N
대박이네마트,제주특별자치도 제주시 애월읍 일주서로 7053 .,음식점/식음료업,Y,Y,N
마루아라,제주특별자치도 서귀포시 이중섭로 16 마루아라,음식점/식음료업,Y,Y,N
이중철치과의원,제주특별자치도 제주시 일주동로 179 이중철치과의원,보건/복지,Y,Y,N
라온카인테리어,제주특별자치도 서귀포시 1100로 40 (중문동) 라온카인테리어,자동차/주유,Y,Y,N
김녕킹마트,제주특별자치도 제주시 구좌읍 김녕로 124 .,식자재/유통,N,Y,N
블루마린2,제주 제주시 용담삼동 1011-1번지 ,기타,Y,N,N
대정농협하나로마트,제주 서귀포시 대정읍 일주서로 2460 ,식자재/유통,N,N,N
용담닭한마리,"제주 제주시  용담로 30, (용담이동) 1층",음식점/식음료업,Y,N,N
쿡앤맘,제주특별자치도 제주시 화삼로1길 17 (화북일동),식자재/유통,N,Y,N
씨유 무수천점,제주특별자치도 제주시 애월읍 광성로 348 씨유 편의점 ,기타,Y,Y,N
포토디자인,제주특별자치도 제주시 서문로 16 (용담일동) 2층 포토디자인,디자인/인쇄,Y,Y,N
김명환치과의원,제주특별자치도 제주시 서광로 240(삼도일동) 김명환치과의원,보건/복지,Y,Y,N
올가드림뷰티,"제주 제주시 한림읍 한림상로 279, ",생활/리빙,Y,N,N
꽃진미,"제주 제주시  임항로 240, (건입동) ",기타,Y,N,N
컨츄리가든,"제주 제주시  서사로 2-1, 1층 (용담일동) ",기타,Y,N,N
핏&메디 필라테스,제주특별자치도 제주시 정존15길 33 (노형동) 4층 402호 핏&메디 필라테스,문화/체육,Y,Y,Y
사라보쌈족발,"제주특별자치도 제주시 서사로 163, 1층 (오라일동) 사라보쌈족발",음식점/식음료업,Y,Y,N
경희강한의원,"제주 서귀포시 대정읍 하모상가로 41-1, 2층 ",보건/복지,Y,N,N
스튜디오 132,"제주 제주시 구좌읍 중산간동로 2126, . ",생활/리빙,Y,N,N
생그린,"제주특별자치도 제주시 신대로18길 16, 1층 106호 (연동, 삼다연동맨션)",생활/리빙,Y,Y,N
휴스테이금호,"제주 서귀포시 성산읍 성산중앙로 30-11, (휴스테이금호) ",기타,Y,N,N
착한조명,"제주 제주시 애월읍 곽지남4길 8, 103호 ",기타,Y,N,N
수미종합화장품,"제주 제주시  서문로  64,(용담일동) ",생활/리빙,Y,N,N
세븐일레븐 제주삼무파크점,제주 제주시 도령로 128 제1층 제101호(연동) ,식자재/유통,Y,N,N
작심스터디카페 제주외도점,"제주 제주시  우정로4길 8-4, (외도일동) .",기타교육기관,N,Y,N
미성주단,"제주특별자치도 제주시 서문로4길 13-2, 서문공설시장 219호 (용담일동) 미성주단",기타,Y,Y,N
레노마  제주점,제주특별자치도 제주시 관덕로11길 12 더마니(THEMAN 더마니(THEMAN,의류/잡화,Y,Y,N
용,"제주 제주시  연수로4길  22,(일도이동) ",기타,Y,N,N
미란자연염색공방,"제주 서귀포시 남원읍 태위로170번길 5, ",기타,Y,N,N
바당조배기,제주 제주시 서해안로 155 (도두일동) ,기타,Y,N,N
누구나홀딱반한닭제주성산점,제주특별자치도 서귀포시 성산읍 일주동로 4236 누구나홀딱반한닭제주성산점,음식점/식음료업,Y,Y,N
토르토니서귀포점,"제주 서귀포시  중앙로 81, (서귀동) ",기타,Y,N,N
지금보고싶다제주시청점,제주 제주시 건주로3길 19 1층 102호 (도련일동) ,기타,Y,N,N
르까프대정대리점,제주특별자치도 서귀포시 대정읍 하모상가로 24 르까프대정대리점,문화/체육,Y,Y,N
우도청정식당,제주특별자치도 제주시 우도면 우도해안길 804 1층,음식점/식음료업,Y,Y,N
제주스마트파종센터,"제주 제주시  신산마을동길 17-2,  (내도동) ",식자재/유통,Y,N,N
이춘옥원조고등어쌈밥월정점,제주특별자치도 제주시 구좌읍 월정중길 19-11 1층 이춘옥원조고등어쌈밥월정점,음식점/식음료업,Y,Y,N
돈가,제주특별자치도 제주시 문송길 36 돈가 돈가,음식점/식음료업,Y,Y,N
바사팬스파,제주특별자치도 제주시 한경면 한경해안로 448-6 바사팬스파,여행/숙박,Y,Y,N
삼일해장국,제주 제주시 애월읍 하귀1리 137-3 ,음식점/식음료업,Y,N,N
제주포스,제주특별자치도 제주시 진동로3길 28-3 .,가전/통신,Y,Y,N
휠라키즈 신제주점,제주특별자치도 제주시 신광로 51 (연동) 1층 휠라키즈,의류/잡화,Y,Y,N
제주이어도어가,"제주 제주시 건입동 1448  제주시수협수산물종합판매장  37호,  38호 ",기타,Y,N,N
정든주막,"제주 제주시  정존11길  54,104호  (노형동,  정든마을1단지) ",기타,Y,N,N
리치망고애월점,제주 제주시 애월읍 애월해안로 272 ,기타,Y,N,N
유나이티드전주김치,"제주 제주시 원노형10길 28 101(노형동,지하층) ",음식점/식음료업,Y,N,N
핏제리아 필리아 (PIZZERIA Philia),제주특별자치도 제주시 아란7길 12-1 1층 핏제리아 필리아(PIZZERIA Philia),음식점/식음료업,Y,Y,N
숲속의도토리,제주특별자치도 제주시 도근내길 18 숲속의도토리 숲속의도토리,음식점/식음료업,Y,Y,N
유신이불,"제주 제주시  광평안길 15-1, (노형동) ",기타,Y,N,N
청송도시락식당,제주특별자치도 제주시 성신로1길 7 청송도시락식당,음식점/식음료업,Y,Y,N
욜로펜션카페,제주특별자치도 제주시 구좌읍 문주란로 58 욜로펜션카페 욜로펜션카페,음식점/식음료업,Y,Y,N
깔루아,"제주 서귀포시 안덕면 사계남로216번길 31, 1층 105호 ",기타,Y,N,N
야키토리 타키비,"제주 서귀포시 중문로 8 ,1층 101호 (중문동) ",기타,Y,N,N
